City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
66,Drayton Valley,CA,2021-11-23 23:08:28,53.2168,-114.9854,11.91,88,99,5.77
67,Porto Novo,BJ,2021-11-23 23:07:05,6.4965,2.6036,80.22,86,84,6.93
68,Ponta Do Sol,PT,2021-11-23 23:02:14,32.6667,-17.1,68.63,78,100,8.01
69,Banda Aceh,ID,2021-11-23 23:04:39,5.5577,95.3222,79.11,83,100,4.56
70,East London,ZA,2021-11-23 23:08:29,-33.0153,27.9116,60.71,73,67,18.75
71,Pisco,PE,2021-11-23 23:08:29,-13.7,-76.2167,66.25,82,0,14.97
72,Isangel,VU,2021-11-23 23:08:29,-19.55,169.2667,80.89,73,100,9.28
73,Vila Franca Do Campo,PT,2021-11-23 23:08:29,37.7167,-25.4333,67.19,89,100,15.3
74,Provideniya,RU,2021-11-23 23:01:16,64.3833,-173.3,10.51,48,0,6.71
75,Kagoro,NG,2021-11-23 23:08:30,9.6,8.3833,72.41,33,99,3.58
76,Te Anau,NZ,2021-11-23 23:07:05,-45.4167,167.7167,61.59,52,80,1.66
77,Elko,US,2021-11-23 23:08:30,41.0002,-115.5012,44.62,51,40,21.0
78,Cape Town,ZA,2021-11-23 23:04:13,-33.9258,18.4232,64.11,57,100,16.55
79,Touros,BR,2021-11-23 23:08:30,-5.1989,-35.4608,81.5,80,64,14.27
80,Itaueira,BR,2021-11-23 23:08:31,-7.6033,-43.0256,79.59,61,61,3.49
81,Bhim Tal,IN,2021-11-23 23:08:31,29.35,79.5667,45.68,67,0,3.8
82,High Level,CA,2021-11-23 23:08:31,58.5169,-117.136,-3.59,97,98,2.39
83,Upernavik,GL,2021-11-23 23:06:55,72.7868,-56.1549,0.12,68,10,10.22
84,Buraydah,SA,2021-11-23 23:08:32,26.326,43.975,58.53,50,2,9.4
85,Sorland,NO,2021-11-23 23:05:45,67.667,12.6934,39.27,62,97,28.57
86,Bronnoysund,NO,2021-11-23 23:08:32,65.4625,12.1997,42.8,65,40,4.61
87,Kurilsk,RU,2021-11-23 23:08:32,45.2333,147.8833,39.24,68,82,7.7
88,Salalah,OM,2021-11-23 23:05:47,17.0151,54.0924,80.69,32,0,8.05
89,Lipin Bor,RU,2021-11-23 23:08:33,60.2622,37.9763,26.22,89,100,9.93
90,Pevek,RU,2021-11-23 23:05:44,69.7008,170.3133,-20.76,98,57,3.33
91,Sisimiut,GL,2021-11-23 23:10:57,66.9395,-53.6735,25.43,56,100,24.54
92,Narsaq,GL,2021-11-23 23:10:58,60.9167,-46.05,25.02,63,100,9.82
93,Redding,US,2021-11-23 23:10:58,40.5865,-122.3917,65.66,27,1,4.0
94,Buenos Aires,AR,2021-11-23 23:08:09,-34.6132,-58.3772,73.04,53,0,8.05
95,Vila,PT,2021-11-23 23:10:58,42.0304,-8.1588,41.32,81,52,6.64
96,Prince George,CA,2021-11-23 23:10:59,53.9166,-122.753,36.25,70,87,1.01
97,Makaryev,RU,2021-11-23 23:10:59,57.8797,43.8069,15.82,96,65,7.02
98,Nishihara,JP,2021-11-23 23:10:59,26.1842,127.7558,65.48,64,40,5.75
99,Sao Joao Da Barra,BR,2021-11-23 23:04:42,-21.6403,-41.0511,72.27,87,4,9.31
100,Ransang,PH,2021-11-23 23:11:00,8.9603,117.5828,79.68,80,95,3.22
101,Tuktoyaktuk,CA,2021-11-23 23:01:35,69.4541,-133.0374,-4.31,97,100,2.15
102,Pangnirtung,CA,2021-11-23 23:11:00,66.1451,-65.7125,23.88,75,100,21.21
103,Leningradskiy,RU,2021-11-23 23:11:00,69.3833,178.4167,-13.88,80,69,5.08
104,Coquimbo,CL,2021-11-23 23:11:01,-29.9533,-71.3436,60.53,77,20,10.36
105,Airai,TL,2021-11-23 23:11:01,-8.9266,125.4092,67.39,70,99,1.14
106,San Patricio,US,2021-11-23 23:11:01,28.017,-97.5169,73.83,55,55,10.0
107,Akdagmadeni,TR,2021-11-23 23:11:02,39.6603,35.8836,47.59,65,99,10.83
108,Buala,SB,2021-11-23 23:11:02,-8.145,159.5921,85.15,70,90,7.56
109,Hithadhoo,MV,2021-11-23 23:06:56,-0.6,73.0833,82.24,74,99,18.3
110,Kodiak,US,2021-11-23 23:02:11,57.79,-152.4072,16.74,81,100,10.11
111,Geraldton,AU,2021-11-23 23:04:35,-28.7667,114.6,61.21,72,0,6.91
112,Pemba,MZ,2021-11-23 23:11:02,-12.974,40.5178,79.81,76,10,14.07
113,Bethel,US,2021-11-23 23:11:03,41.3712,-73.414,37.56,47,1,1.01
114,North Platte,US,2021-11-23 23:11:03,41.1239,-100.7654,62.98,23,1,0.0
115,Sao Filipe,CV,2021-11-23 23:11:03,14.8961,-24.4956,79.29,72,98,5.66
116,Kyzyl-Suu,KG,2021-11-23 23:11:04,42.3414,78.0056,30.09,41,1,8.05
117,Port Alfred,ZA,2021-11-23 23:03:28,-33.5906,26.891,62.04,69,93,13.82
118,Hobart,AU,2021-11-23 23:00:02,-42.8794,147.3294,71.11,77,0,1.01
119,Dikson,RU,2021-11-23 23:02:49,73.5069,80.5464,1.42,94,100,12.37
120,Beyneu,KZ,2021-11-23 23:11:04,45.3167,55.2,45.66,51,100,10.4
121,Aasiaat,GL,2021-11-23 23:11:04,68.7098,-52.8699,15.89,64,100,27.22
122,Butaritari,KI,2021-11-23 23:11:05,3.0707,172.7902,82.0,73,100,16.11
123,Gashua,NG,2021-11-23 23:11:05,12.871,11.0482,79.05,20,7,8.93
124,Severo-Kurilsk,RU,2021-11-23 23:04:40,50.6789,156.125,37.74,97,100,30.18
125,Jinchang,CN,2021-11-23 23:08:37,38.4953,102.1739,31.98,19,0,5.79
126,Moussoro,TD,2021-11-23 23:11:05,13.6408,16.4901,80.02,16,71,10.45
127,Kapaa,US,2021-11-23 23:02:21,22.0752,-159.319,84.18,71,12,4.0
128,Adrar,MR,2021-11-23 23:11:06,20.5022,-10.0711,76.55,35,43,8.61
129,Micheweni,TZ,2021-11-23 23:11:06,-4.9667,39.8333,79.61,84,92,5.12
130,Hirara,JP,2021-11-23 23:11:06,24.8,125.2833,69.44,63,100,19.08
131,New Norfolk,AU,2021-11-23 23:07:03,-42.7826,147.0587,70.75,68,100,1.01
132,Tocopilla,CL,2021-11-23 23:11:06,-22.092,-70.1979,64.98,61,94,2.64
133,Sibolga,ID,2021-11-23 23:11:07,1.7427,98.7792,76.32,83,100,3.58
134,Hun,LY,2021-11-23 23:11:07,29.1268,15.9477,68.76,38,98,8.46
135,Ha Giang,VN,2021-11-23 23:10:04,22.8333,104.9833,58.14,84,98,1.39
136,Castro,BR,2021-11-23 23:04:41,-24.7911,-50.0119,68.43,61,62,4.23
137,Ust-Kuyga,RU,2021-11-23 23:11:08,70.0167,135.6,-24.72,98,100,4.9
138,Pontes E Lacerda,BR,2021-11-23 23:12:08,-15.2261,-59.3353,78.33,81,99,2.48
139,Basco,PH,2021-11-23 23:12:08,20.4487,121.9702,77.2,77,79,26.93
140,Port Lincoln,AU,2021-11-23 23:05:52,-34.7333,135.8667,66.88,74,39,6.6
141,Lebu,CL,2021-11-23 23:04:36,-37.6167,-73.65,57.99,84,0,17.31
142,Clyde River,CA,2021-11-23 23:02:16,70.4692,-68.5914,16.38,94,100,16.89
143,Souillac,MU,2021-11-23 23:04:33,-20.5167,57.5167,71.37,81,37,8.28
144,Mayo,US,2021-11-23 23:12:09,38.8876,-76.5119,41.34,47,1,4.0
145,Satun,TH,2021-11-23 23:12:09,6.8333,100.0,75.2,99,100,2.73
146,Kruisfontein,ZA,2021-11-23 23:12:09,-34.0033,24.7314,54.88,74,80,7.7
147,Cravo Norte,CO,2021-11-23 23:12:09,6.3017,-70.2041,79.21,81,99,2.55
148,Riyadh,SA,2021-11-23 23:12:10,24.6877,46.7219,62.74,51,2,7.16
149,Ribeira Grande,PT,2021-11-23 23:03:31,38.5167,-28.7,67.82,83,86,18.99
150,Grand Gaube,MU,2021-11-23 23:12:10,-20.0064,57.6608,71.38,83,66,1.01
151,Nome,US,2021-11-23 23:12:10,64.5011,-165.4064,8.67,52,1,0.0
152,Bereda,ES,2021-11-23 23:12:11,43.2686,-7.5406,49.01,100,100,6.58
153,Bengkulu,ID,2021-11-23 23:12:11,-3.8004,102.2655,75.16,84,99,3.24
154,Fort Frances,CA,2021-11-23 23:07:42,48.5999,-93.4003,35.82,64,1,3.44
155,Devils Lake,US,2021-11-23 23:12:11,48.1128,-98.8651,35.58,75,1,3.44
156,Lagoa,PT,2021-11-23 23:01:27,39.05,-27.9833,66.2,83,100,24.29
157,Sangar,RU,2021-11-23 23:12:12,63.9242,127.4739,-27.35,99,99,3.0
158,Ovalle,CL,2021-11-23 23:12:12,-30.5983,-71.2003,68.43,53,26,7.25
159,Vershino-Darasunskiy,RU,2021-11-23 23:12:12,52.35,115.5167,-15.0,93,5,3.67
160,Kihei,US,2021-11-23 23:12:13,20.785,-156.4656,86.02,56,20,19.57
161,Shache,CN,2021-11-23 23:12:13,38.4167,77.2406,29.46,43,71,2.01
162,Harper,LR,2021-11-23 23:12:13,4.375,-7.7169,79.38,84,14,9.19
163,Putevka,RU,2021-11-23 23:12:13,53.2583,34.2878,14.13,92,0,2.24
164,Rumford,US,2021-11-23 23:12:14,44.5537,-70.5509,28.0,61,24,9.95
165,Namibe,AO,2021-11-23 23:12:14,-15.1961,12.1522,69.87,72,9,4.79
166,Busayra,JO,2021-11-23 23:12:14,30.7376,35.6078,52.27,51,57,6.62
167,Castletown,IE,2021-11-23 23:12:15,53.0281,-9.0686,32.49,89,11,5.14
168,Hamilton,US,2021-11-23 23:12:15,39.1834,-84.5333,38.79,55,1,0.0
169,Vitim,RU,2021-11-23 23:12:15,59.4511,112.5578,-2.16,86,99,2.1
170,Cidreira,BR,2021-11-23 23:03:27,-30.1811,-50.2056,65.93,67,1,9.51
171,Nara,JP,2021-11-23 23:12:15,34.6851,135.8049,51.08,42,25,14.05
172,Tecolutilla,MX,2021-11-23 23:12:16,18.2833,-93.3167,80.6,78,3,8.63
173,Staraya Poltavka,RU,2021-11-23 23:12:16,50.4772,46.4814,23.43,66,91,9.24
174,Marzuq,YE,2021-11-23 23:12:14,14.4,46.4667,65.71,25,38,2.46
175,Barrow,US,2021-11-23 22:58:32,71.2906,-156.7887,-6.45,96,100,8.72
176,Nelson Bay,AU,2021-11-23 23:12:17,-32.7167,152.15,77.76,75,98,1.99
177,Kijang,KR,2021-11-23 23:12:17,35.2442,129.2139,45.05,68,61,13.22
178,Malayal,PH,2021-11-23 23:12:17,7.208,121.942,81.21,79,99,2.73
179,Cherskiy,RU,2021-11-23 23:05:43,68.75,161.3,-33.84,100,30,4.36
180,Flinders,AU,2021-11-23 23:12:18,-34.5833,150.8552,71.2,82,100,4.0
181,Uyemskiy,RU,2021-11-23 23:12:18,64.4743,40.8524,23.05,93,90,8.95
182,Amalapuram,IN,2021-11-23 23:12:18,16.5833,82.0167,75.43,92,75,4.03
183,Camalu,MX,2021-11-23 23:13:18,30.85,-116.0667,73.42,56,4,12.19
184,Cabo San Lucas,MX,2021-11-23 23:13:19,22.8909,-109.9124,83.61,60,40,4.0
185,Margate,GB,2021-11-23 23:13:19,51.3813,1.3862,42.69,89,1,1.01
186,Papetoai,PF,2021-11-23 23:13:19,-17.4961,-149.8729,87.39,76,66,1.68
187,Guerrero Negro,MX,2021-11-23 23:13:20,27.9769,-114.0611,72.16,49,94,12.62
188,Lake City,US,2021-11-23 23:13:20,30.1897,-82.6393,51.55,34,1,5.75
189,Saint-Pierre,RE,2021-11-23 23:04:34,-21.3393,55.4781,73.08,69,0,6.91
190,Rognan,NO,2021-11-23 23:13:20,67.0953,15.3878,37.54,94,98,3.18
191,La Ronge,CA,2021-11-23 23:13:21,55.1001,-105.2842,3.42,72,40,12.66
192,Quatre Cocos,MU,2021-11-23 23:13:21,-20.2078,57.7625,71.1,76,49,8.9
193,Padang,ID,2021-11-23 23:03:29,-0.9492,100.3543,73.45,72,100,4.47
194,Kamina,CD,2021-11-23 23:13:21,-8.7386,24.9906,63.91,98,89,3.91
195,Saint George,US,2021-11-23 23:01:33,37.1041,-113.5841,66.54,20,1,1.01
196,Ancud,CL,2021-11-23 23:01:29,-41.8697,-73.8203,61.43,88,35,7.54
197,Mount Isa,AU,2021-11-23 23:13:22,-20.7333,139.5,83.97,30,75,8.05
198,Biak,ID,2021-11-23 23:13:22,-0.9131,122.8766,79.34,78,88,2.04
199,Narrabri,AU,2021-11-23 23:13:22,-30.3167,149.7833,77.52,63,100,4.0
200,Paciran,ID,2021-11-23 23:13:23,-6.8767,112.3761,78.89,85,98,5.75
201,Tiksi,RU,2021-11-23 23:07:00,71.6872,128.8694,-20.09,98,57,7.27
202,Qandala,SO,2021-11-23 23:13:23,11.472,49.8728,80.06,53,90,3.09
203,Lompoc,US,2021-11-23 23:03:50,34.6391,-120.4579,77.02,58,1,11.5
204,Longyearbyen,SJ,2021-11-23 23:03:09,78.2186,15.6401,4.84,78,0,13.8
205,Ambanja,MG,2021-11-23 23:13:23,-13.6833,48.45,74.19,91,30,1.79
206,Oktyabrskiy,RU,2021-11-23 23:13:24,54.4815,53.471,1.9,99,83,5.37
207,Berlevag,NO,2021-11-23 23:13:24,70.8578,29.0864,25.59,80,100,9.13
208,Opuwo,NA,2021-11-23 23:13:24,-18.0607,13.84,69.73,24,3,6.11
209,Makat,KZ,2021-11-23 23:13:25,47.6469,53.3463,46.51,85,100,13.2
210,Shimoda,JP,2021-11-23 23:13:25,34.6667,138.95,50.11,64,3,30.71
211,Kungurtug,RU,2021-11-23 23:13:25,50.5994,97.5228,14.56,84,100,1.48
212,Hervey Bay,AU,2021-11-23 23:13:25,-25.2986,152.8535,82.04,75,99,3.0
213,Sun City West,US,2021-11-23 23:13:26,33.662,-112.3413,75.6,29,90,1.01
214,Victoria,HK,2021-11-23 23:09:30,22.2855,114.1577,64.33,67,37,8.01
215,Ponta Delgada,PT,2021-11-23 23:13:26,37.7333,-25.6667,67.5,88,40,13.8
216,Parry Sound,CA,2021-11-23 23:13:26,45.3501,-80.033,26.87,64,6,3.2
217,Toora-Khem,RU,2021-11-23 23:13:27,52.4675,96.11,5.76,98,95,2.37
218,Jha Jha,IN,2021-11-23 23:13:27,24.7667,86.3667,59.95,35,0,2.53
219,Tulum,MX,2021-11-23 23:13:27,20.2167,-87.4667,78.93,92,27,8.14
220,Saint Anthony,US,2021-11-23 23:13:28,45.0205,-93.218,51.91,39,1,11.5
221,Daru,PG,2021-11-23 23:05:45,-9.0763,143.2092,84.78,68,43,6.38
222,Rocha,UY,2021-11-23 23:13:28,-34.4833,-54.3333,51.24,78,0,5.35
223,Tautira,PF,2021-11-23 23:13:28,-17.7333,-149.15,87.82,74,96,4.07
224,Resistencia,AR,2021-11-23 23:13:28,-27.4606,-58.9839,77.11,73,0,5.75
225,Westport,US,2021-11-23 23:01:02,41.1415,-73.3579,39.74,43,26,1.99
226,Mahebourg,MU,2021-11-23 23:13:29,-20.4081,57.7,71.26,77,49,9.1
227,Beaufort,MY,2021-11-23 23:13:29,5.3473,115.7455,75.96,93,88,3.04
228,Belle Fourche,US,2021-11-23 23:13:29,44.6714,-103.8522,55.09,18,61,8.95
229,Koungou,YT,2021-11-23 23:13:30,-12.7336,45.2042,78.51,83,40,3.44
230,Comodoro Rivadavia,AR,2021-11-23 23:14:30,-45.8667,-67.5,78.66,12,0,19.57
231,San Policarpo,PH,2021-11-23 23:14:30,12.1791,125.5072,81.14,84,94,14.54
232,Pampa,US,2021-11-23 23:14:31,35.5362,-100.9599,70.2,30,1,18.41
233,Bambous Virieux,MU,2021-11-23 23:14:31,-20.3428,57.7575,71.22,76,48,9.08
234,Cockburn Town,TC,2021-11-23 23:14:31,21.4612,-71.1419,81.25,75,65,15.43
235,Barcelos,PT,2021-11-23 23:14:31,41.5388,-8.6151,49.28,80,10,4.94
236,Clarence Town,AU,2021-11-23 23:14:32,-32.5833,151.7833,77.61,69,100,3.83
237,Bonavista,CA,2021-11-23 23:14:32,48.6499,-53.1147,44.11,84,100,27.58
238,Kiama,AU,2021-11-23 23:14:32,-34.6833,150.8667,71.38,82,100,10.0
239,Glendive,US,2021-11-23 23:14:07,47.1053,-104.7125,48.49,42,1,0.0
240,Matadi,CD,2021-11-23 23:14:33,-5.8167,13.45,76.73,93,88,2.82
241,Chanika,TZ,2021-11-23 23:14:33,-5.4167,38.0167,69.78,93,96,2.19
242,Asfi,MA,2021-11-23 23:14:33,32.2994,-9.2372,61.11,74,52,6.53
243,Saint-Philippe,RE,2021-11-23 23:10:52,-21.3585,55.7679,72.99,76,66,10.6
244,Mucurapo,TT,2021-11-23 23:14:34,10.6667,-61.5333,80.96,86,96,7.45
245,Mount Gambier,AU,2021-11-23 23:12:08,-37.8333,140.7667,63.21,74,99,3.2
246,Chokurdakh,RU,2021-11-23 23:14:34,70.6333,147.9167,-26.14,99,98,5.12
247,Dossor,KZ,2021-11-23 23:14:34,47.5272,52.9811,46.71,83,100,15.41
248,North Bend,US,2021-11-23 23:14:34,43.4065,-124.2243,53.87,89,75,8.05
249,Kuzedeyevo,RU,2021-11-23 23:14:35,53.3308,87.2019,33.12,88,100,14.76
250,Teano,IT,2021-11-23 23:14:35,41.2513,14.0665,58.66,82,100,6.42
251,Bathsheba,BB,2021-11-23 23:14:35,13.2167,-59.5167,81.21,78,40,12.66
252,Shingu,JP,2021-11-23 23:14:36,33.7333,135.9833,52.79,64,18,13.51
253,Talnakh,RU,2021-11-23 23:14:36,69.4865,88.3972,11.19,92,100,11.23
254,Yanam,IN,2021-11-23 23:14:36,16.7333,82.2167,75.99,91,65,4.41
255,Sitka,US,2021-11-23 23:14:37,57.0531,-135.33,35.49,80,75,6.91
256,Prince Rupert,CA,2021-11-23 23:14:37,54.3161,-130.3201,37.49,87,90,4.61
257,Sarankhola,BD,2021-11-23 23:14:37,22.3082,89.7897,68.07,73,0,3.87
258,Colares,PT,2021-11-23 23:14:38,38.7992,-9.4469,54.34,71,1,8.01
259,Ocean City,US,2021-11-23 23:14:38,39.2776,-74.5746,40.98,50,67,8.99
260,Zhigansk,RU,2021-11-23 23:14:38,66.7697,123.3711,-37.82,100,59,3.13
261,Gat,IL,2021-11-23 23:14:38,31.61,34.7642,64.4,67,84,3.02
262,Wiwili,NI,2021-11-23 23:14:39,13.6268,-85.8254,81.34,75,96,4.27
263,Tommot,RU,2021-11-23 23:14:39,58.9564,126.2925,-10.64,95,100,3.27
264,Tessalit,ML,2021-11-23 23:14:39,20.1986,1.0114,76.59,30,99,7.78
265,Erzin,TR,2021-11-23 23:14:40,36.9559,36.2,55.92,69,100,2.19
266,Mastic Beach,US,2021-11-23 23:14:40,40.7668,-72.8521,39.54,40,1,1.01
267,Coihaique,CL,2021-11-23 23:12:56,-45.5752,-72.0662,62.55,42,75,9.22
268,Ballina,AU,2021-11-23 23:14:40,-28.8667,153.5667,74.79,96,100,9.84
269,Aswan,EG,2021-11-23 23:14:40,24.0934,32.907,65.07,50,0,9.01
270,Homnabad,IN,2021-11-23 23:14:41,17.7667,77.1333,73.0,84,74,7.96
271,Bosconia,CO,2021-11-23 23:14:41,9.9689,-73.8836,75.13,94,92,4.63
272,Timra,SE,2021-11-23 23:14:41,62.487,17.3257,42.67,75,97,8.05
273,Otradnoye,RU,2021-11-23 23:14:42,59.7775,30.8181,32.04,84,90,8.3
274,Ilulissat,GL,2021-11-23 23:14:42,69.2167,-51.1,24.82,33,100,20.71
275,Iqaluit,CA,2021-11-23 23:14:42,63.7506,-68.5145,24.33,67,97,15.57
276,Bama,NG,2021-11-23 23:15:43,11.5221,13.6856,77.63,23,77,6.85
277,San Matias,BO,2021-11-23 23:11:10,-16.3667,-58.4,83.91,69,99,2.77
278,Port Blair,IN,2021-11-23 23:15:43,11.6667,92.75,81.27,83,100,9.93
279,Black Diamond,US,2021-11-23 23:15:43,47.3087,-122.0032,49.98,86,94,1.01
280,Saskylakh,RU,2021-11-23 23:15:43,71.9167,114.0833,-21.77,93,16,11.41
281,Malangwa,NP,2021-11-23 23:15:44,26.8568,85.5581,59.95,65,0,3.22
282,Fortuna,US,2021-11-23 23:15:44,40.5982,-124.1573,58.42,67,1,1.99
283,Black River,JM,2021-11-23 23:15:44,18.0264,-77.8487,82.4,70,60,3.65
284,San Cristobal,VE,2021-11-23 23:15:45,7.7669,-72.225,67.57,96,56,2.59
285,Marsa Matruh,EG,2021-11-23 23:15:45,31.3525,27.2453,64.08,58,12,8.75
286,Fort Saint James,CA,2021-11-23 23:15:45,54.4333,-124.25,31.3,84,75,2.3
287,Santa Cruz Del Sur,CU,2021-11-23 23:15:46,20.7147,-77.9956,75.04,83,48,14.92
288,Goderich,CA,2021-11-23 23:15:46,43.7501,-81.7165,35.91,60,62,8.05
289,Iquique,CL,2021-11-23 23:12:09,-20.2208,-70.1431,64.44,71,99,3.49
290,Salym,RU,2021-11-23 23:15:46,60.0625,71.4789,13.41,90,100,9.71
291,Den Helder,NL,2021-11-23 23:15:47,52.9599,4.7593,49.98,75,90,1.01
292,Vestmannaeyjar,IS,2021-11-23 23:15:47,63.4427,-20.2734,37.42,71,56,25.19
293,Alofi,NU,2021-11-23 23:15:47,-19.0595,-169.9187,84.09,61,75,8.05
294,Fairbanks,US,2021-11-23 23:15:48,64.8378,-147.7164,-1.86,58,1,4.61
