City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Kudahuvadhoo,MV,2021-11-23 23:15:48,2.6708,72.8944,81.32,73,88,17.65
296,Anadyr,RU,2021-11-23 23:15:48,64.75,177.4833,-17.9,75,59,11.18
297,Mandurah,AU,2021-11-23 23:15:48,-32.55,115.7,68.14,55,0,8.5
298,Davila,PH,2021-11-23 23:15:49,18.4726,120.5763,80.58,83,43,23.85
299,Bristol,US,2021-11-23 23:12:08,41.8334,-71.1662,35.73,49,1,5.01
300,Erdenet,MN,2021-11-23 23:15:49,49.0333,104.0833,9.75,83,41,3.4
301,Whitehorse,CA,2021-11-23 23:12:16,60.7161,-135.0538,10.31,78,99,10.0
302,Leh,IN,2021-11-23 23:15:50,34.1667,77.5833,16.77,54,98,1.5
303,Mitchell,US,2021-11-23 23:15:50,43.7094,-98.0298,60.78,31,1,0.0
304,Otane,NZ,2021-11-23 23:15:50,-39.8833,176.6333,57.78,65,100,4.92
305,Aklavik,CA,2021-11-23 23:15:51,68.2191,-135.0107,-7.6,77,90,6.91
306,Rancho Palos Verdes,US,2021-11-23 23:11:20,33.7445,-118.387,78.67,65,1,3.0
307,Vasilsursk,RU,2021-11-23 23:15:51,56.1275,46.0072,5.88,98,50,4.81
308,Port Elizabeth,ZA,2021-11-23 23:13:00,-33.918,25.5701,57.09,61,74,10.67
309,Tarumovka,RU,2021-11-23 23:15:52,44.0761,46.5361,45.01,83,77,2.39
310,Flagstaff,US,2021-11-23 23:14:42,35.1981,-111.6513,45.55,91,90,4.0
311,Tura,IN,2021-11-23 23:15:52,25.5198,90.2201,59.09,68,0,3.8
312,Iwade,JP,2021-11-23 23:15:53,34.25,135.3167,53.4,65,88,14.29
313,Bose,IT,2021-11-23 23:15:53,45.4612,8.0137,45.28,90,74,2.71
314,Port Moresby,PG,2021-11-23 23:15:54,-9.4431,147.1797,82.69,74,19,2.77
315,Boa Vista,BR,2021-11-23 23:15:54,2.8197,-60.6733,85.98,62,20,2.3
316,El Cobre,CU,2021-11-23 23:15:55,20.0489,-75.9469,81.84,65,20,5.75
317,Kununurra,AU,2021-11-23 23:15:55,-15.7667,128.7333,82.38,83,99,2.3
318,Honningsvag,NO,2021-11-23 23:15:55,70.9821,25.9704,24.48,75,100,5.68
319,Fort Morgan,US,2021-11-23 23:15:56,40.2503,-103.8,65.8,12,1,0.0
320,Torbay,CA,2021-11-23 23:15:56,47.6666,-52.7314,43.27,95,90,32.21
321,Lebork,PL,2021-11-23 23:15:56,54.5392,17.7501,43.92,90,62,11.7
322,Sayat,TM,2021-11-23 23:15:57,38.7839,63.8803,48.07,33,15,3.44
323,Kjollefjord,NO,2021-11-23 23:15:57,70.9457,27.3465,22.14,82,100,9.78
324,Cedar City,US,2021-11-23 23:15:43,37.6775,-113.0619,54.57,22,1,23.02
325,Broome,US,2021-11-23 23:17:15,42.2506,-75.833,31.01,73,1,3.0
326,Ranot,TH,2021-11-23 23:17:15,7.7777,100.3213,78.01,87,100,7.92
327,Sur,OM,2021-11-23 23:17:16,22.5667,59.5289,75.74,32,27,6.4
328,Malanje,AO,2021-11-23 23:17:16,-9.5402,16.341,63.25,95,26,2.89
329,Lubango,AO,2021-11-23 23:17:16,-14.9172,13.4925,61.61,61,16,5.26
330,Tigil,RU,2021-11-23 23:17:17,57.8,158.6667,26.94,77,27,12.41
331,Tuatapere,NZ,2021-11-23 23:17:17,-46.1333,167.6833,60.94,50,98,4.7
332,Agadez,NE,2021-11-23 23:17:17,19.75,10.25,74.97,19,9,8.84
333,Gornoye Loo,RU,2021-11-23 23:17:18,43.7129,39.6049,52.79,92,100,5.73
334,Novovorontsovka,UA,2021-11-23 23:17:18,47.5004,33.9175,32.54,59,82,5.7
335,Rovaniemi,FI,2021-11-23 23:17:19,66.5,25.7167,26.01,93,90,5.75
336,Ohara,JP,2021-11-23 23:17:19,35.25,140.3833,57.94,62,0,25.48
337,Gigmoto,PH,2021-11-23 23:17:19,13.7796,124.39,81.57,83,43,11.21
338,Chernyshevskiy,RU,2021-11-23 23:17:20,63.0128,112.4714,-12.66,92,98,4.0
339,Batagay-Alyta,RU,2021-11-23 23:17:20,67.8006,130.4114,-28.77,93,7,3.91
340,Fonte Boa,BR,2021-11-23 23:17:20,-2.4959,-66.2662,75.76,97,91,2.24
341,Cordele,US,2021-11-23 23:17:21,31.9635,-83.7824,48.72,57,1,0.0
342,Veraval,IN,2021-11-23 23:17:21,20.9,70.3667,77.92,57,83,8.34
343,Jonesboro,US,2021-11-23 23:13:42,35.8423,-90.7043,49.01,53,1,8.01
344,Zyryanka,RU,2021-11-23 23:17:22,65.75,150.85,-20.69,95,100,6.53
345,Olafsvik,IS,2021-11-23 23:17:22,64.8945,-23.7142,34.2,72,67,23.38
346,La Aldea,MX,2021-11-23 23:17:22,20.9,-101.4833,77.52,31,40,0.0
347,Aksarka,RU,2021-11-23 23:17:23,66.5606,67.7975,4.91,97,100,3.2
348,Arlit,NE,2021-11-23 23:17:23,18.7369,7.3853,78.33,15,2,7.09
349,Baculin,PH,2021-11-23 23:17:24,7.4525,126.5842,78.51,91,100,10.09
350,Jumla,NP,2021-11-23 23:17:24,29.2747,82.1838,39.51,27,0,4.65
351,Green Valley,US,2021-11-23 23:13:00,31.8543,-110.9937,75.99,35,94,13.38
352,Asyut,EG,2021-11-23 23:17:24,27.181,31.1837,63.81,56,84,5.19
353,Abu Kamal,SY,2021-11-23 23:17:25,34.4506,40.9171,59.29,52,2,3.8
354,Eyl,SO,2021-11-23 23:17:25,7.9803,49.8164,77.92,75,42,3.76
355,Canavieiras,BR,2021-11-23 23:17:25,-15.675,-38.9472,74.41,87,86,3.06
356,Great Yarmouth,GB,2021-11-23 23:17:25,52.6083,1.7305,44.94,80,13,5.5
357,Krasnoselkup,RU,2021-11-23 23:17:26,65.7,82.4667,15.84,94,100,12.17
358,Sakaraha,MG,2021-11-23 23:17:26,-22.9,44.5333,68.47,87,46,2.59
359,Port Hardy,CA,2021-11-23 23:17:26,50.6996,-127.4199,42.8,93,75,8.05
360,Forquilhinha,BR,2021-11-23 23:17:27,-28.7475,-49.4722,67.62,79,100,3.02
361,Vigrestad,NO,2021-11-23 23:17:27,58.5667,5.7,48.58,90,100,21.43
362,Ostrovnoy,RU,2021-11-23 23:17:27,68.0531,39.5131,22.23,91,100,8.52
363,Sistranda,NO,2021-11-23 23:17:28,63.7256,8.834,44.91,81,100,16.84
364,Hambantota,LK,2021-11-23 23:17:28,6.1241,81.1185,77.59,87,100,6.89
365,Smithers,CA,2021-11-23 23:15:04,54.7804,-127.1743,32.32,86,75,2.3
366,Ambulu,ID,2021-11-23 23:17:28,-8.345,113.6058,76.35,91,99,2.08
367,Lorengau,PG,2021-11-23 23:18:29,-2.0226,147.2712,80.47,83,100,12.1
368,Belmonte,BR,2021-11-23 23:18:29,-15.8631,-38.8828,77.5,87,61,4.79
369,Port Keats,AU,2021-11-23 23:18:30,-14.25,129.55,87.4,67,99,5.66
370,Los Llanos De Aridane,ES,2021-11-23 23:18:30,28.6585,-17.9182,65.95,81,0,5.01
371,Koslan,RU,2021-11-23 23:18:30,63.4564,48.8989,8.26,97,100,4.76
372,Husavik,IS,2021-11-23 23:18:31,66.0449,-17.3389,30.11,99,90,30.38
373,Emba,KZ,2021-11-23 23:18:31,48.8264,58.1442,38.55,95,100,9.08
374,Tromso,NO,2021-11-23 23:18:31,69.6496,18.957,28.42,86,75,5.01
375,Sabang,ID,2021-11-23 23:18:32,5.8933,95.3214,81.97,75,100,5.82
376,Alihe,CN,2021-11-23 23:18:32,50.5667,123.7167,8.13,79,98,4.68
377,Ilhabela,BR,2021-11-23 23:13:45,-23.7781,-45.3581,73.83,69,22,0.51
378,Sakakah,SA,2021-11-23 23:18:32,29.9697,40.2064,54.97,54,0,6.67
379,Russell,US,2021-11-23 23:18:33,32.3502,-85.1999,53.2,45,1,0.0
380,Palmer,US,2021-11-23 23:18:33,42.1584,-72.3287,33.62,42,20,4.0
381,Winnemucca,US,2021-11-23 23:18:33,40.973,-117.7357,50.05,27,1,14.97
382,Severo-Yeniseyskiy,RU,2021-11-23 23:17:43,60.3725,93.0408,22.05,88,100,7.9
383,Dawei,MM,2021-11-23 23:18:34,14.0833,98.2,75.27,88,91,6.6
384,Santo Domingo,DO,2021-11-23 23:16:26,18.5001,-69.9886,76.68,94,40,0.0
385,Mangaluru,IN,2021-11-23 23:18:34,12.8667,74.8833,76.06,100,40,0.0
386,Baruun-Urt,MN,2021-11-23 23:18:35,46.6806,113.2792,3.4,92,41,4.5
387,Inhambane,MZ,2021-11-23 23:18:35,-23.865,35.3833,72.7,89,99,15.64
388,Kropotkin,RU,2021-11-23 23:18:35,45.4375,40.5756,38.05,96,100,7.25
389,Santa Rosa,PH,2021-11-23 23:18:36,14.3122,121.1114,80.58,82,73,10.58
390,Vila Velha,BR,2021-11-23 23:18:36,-20.3297,-40.2925,75.15,87,0,5.01
391,Beloha,MG,2021-11-23 23:18:36,-25.1667,45.05,70.05,89,62,8.3
392,Mayumba,GA,2021-11-23 23:14:45,-3.432,10.6554,75.38,88,99,1.86
393,Tiarei,PF,2021-11-23 23:18:37,-17.5333,-149.3333,87.82,75,92,4.25
394,Bucine,IT,2021-11-23 23:18:37,43.4764,11.6148,51.19,88,71,4.41
395,Solothurn,CH,2021-11-23 23:18:37,47.2079,7.5371,40.75,81,90,8.05
396,Pekan,MY,2021-11-23 23:18:38,3.4836,103.3996,75.31,89,99,7.18
397,Okhotsk,RU,2021-11-23 23:18:38,59.3833,143.3,6.28,77,100,14.03
398,Greenwood,US,2021-11-23 23:18:38,34.1668,-82.1165,45.19,63,1,3.44
399,Fond Du Lac,US,2021-11-23 23:18:39,43.775,-88.4388,40.42,43,61,15.41
400,Artyom,AZ,2021-11-23 23:18:39,40.4723,50.333,57.34,87,0,22.95
401,Deoria,IN,2021-11-23 23:18:39,26.5047,83.7872,60.39,57,0,1.92
402,Verkh-Usugli,RU,2021-11-23 23:18:39,52.7,115.1667,-10.82,90,2,2.71
403,Weligama,LK,2021-11-23 23:18:40,5.9667,80.4167,77.13,91,99,4.63
404,Charleston,US,2021-11-23 23:18:19,32.7766,-79.9309,46.02,52,1,6.91
405,Nanortalik,GL,2021-11-23 23:18:40,60.1432,-45.2371,33.55,77,100,11.1
406,Nokaneng,BW,2021-11-23 23:18:41,-19.6667,22.2667,73.6,14,45,5.37
407,Luderitz,NA,2021-11-23 23:18:41,-26.6481,15.1594,62.73,71,33,18.32
408,Bara,NG,2021-11-23 23:18:41,10.3744,10.7288,78.37,25,84,6.58
409,Paamiut,GL,2021-11-23 23:18:42,61.994,-49.6678,36.27,75,100,44.07
410,Gua Musang,MY,2021-11-23 23:18:42,4.8823,101.9644,73.17,99,100,0.16
411,Lumphat,KH,2021-11-23 23:18:42,13.4878,106.9816,70.27,86,68,4.07
412,Aketi,CD,2021-11-23 23:19:43,2.7388,23.7833,70.32,72,29,1.77
413,Pauini,BR,2021-11-23 23:19:43,-7.7136,-66.9764,75.24,92,72,2.51
414,Kristiinankaupunki,FI,2021-11-23 23:19:43,62.2743,21.376,42.87,78,100,28.12
415,Buta,CD,2021-11-23 23:19:44,2.7858,24.73,69.51,73,96,0.69
416,Puri,IN,2021-11-23 23:19:44,19.8,85.85,78.4,76,9,3.87
417,Avanigadda,IN,2021-11-23 23:19:44,16.0215,80.9181,76.08,90,90,4.74
418,Kendal,GB,2021-11-23 23:19:44,54.3268,-2.7476,48.11,96,69,1.77
419,Otaru,JP,2021-11-23 23:19:45,43.1894,141.0022,37.24,88,100,18.12
420,Beipiao,CN,2021-11-23 23:19:45,41.7919,120.7792,18.39,72,3,0.4
421,Paris,FR,2021-11-23 23:17:49,48.8534,2.3488,41.14,92,0,1.01
422,Skovorodino,RU,2021-11-23 23:19:45,53.9833,123.9167,3.34,82,91,4.07
423,Alamos,MX,2021-11-23 23:19:46,27.0167,-108.9333,76.71,37,100,7.76
424,Rio Gallegos,AR,2021-11-23 23:19:46,-51.6226,-69.2181,55.45,38,75,35.68
425,Sibu,MY,2021-11-23 23:19:46,2.3,111.8167,75.51,94,40,2.3
426,Saint-Augustin,CA,2021-11-23 23:19:47,51.226,-58.6502,40.75,85,100,25.46
427,Dukat,RU,2021-11-23 23:19:47,62.55,155.55,-9.62,100,90,1.3
428,Durusu,TR,2021-11-23 23:19:47,41.3053,28.6767,54.84,86,100,17.0
429,Grenville,GD,2021-11-23 23:19:48,12.1167,-61.6167,80.65,79,78,13.76
430,Broken Hill,AU,2021-11-23 23:18:43,-31.95,141.4333,76.32,49,94,9.01
431,Lata,PT,2021-11-23 23:19:48,40.1629,-8.3327,50.81,91,89,2.3
432,Kavaratti,IN,2021-11-23 23:19:49,10.5669,72.642,81.19,79,73,13.38
433,Saldanha,ZA,2021-11-23 23:19:49,-33.0117,17.9442,62.06,78,100,23.47
434,Asau,RO,2021-11-23 23:19:49,46.4333,26.4,37.4,93,66,2.53
435,Kajaani,FI,2021-11-23 23:19:49,64.2273,27.7285,24.85,93,90,14.97
436,Englewood,US,2021-11-23 23:16:27,39.6478,-104.9878,65.77,13,75,1.01
437,Ahipara,NZ,2021-11-23 23:19:50,-35.1667,173.1667,66.97,73,94,1.39
438,Wankaner,IN,2021-11-23 23:19:50,22.6167,70.9333,73.72,39,17,1.68
439,Mumford,GH,2021-11-23 23:19:50,5.2618,-0.759,80.94,83,51,9.51
440,Kahului,US,2021-11-23 23:19:51,20.8947,-156.47,86.02,59,20,19.57
441,Dubbo,AU,2021-11-23 23:19:51,-32.25,148.6167,73.53,73,75,10.36
442,Constitucion,CL,2021-11-23 23:19:52,-35.3333,-72.4167,58.39,85,4,8.37
443,Conceicao Do Araguaia,BR,2021-11-23 23:19:52,-8.2578,-49.2647,76.75,88,100,2.13
444,Dingle,PH,2021-11-23 23:19:52,10.9995,122.6711,77.34,90,89,7.65
445,Kabinda,CD,2021-11-23 23:19:53,-6.1333,24.4833,66.74,94,83,1.83
446,Klyuchi,RU,2021-11-23 23:19:53,52.2667,79.1667,24.82,88,45,12.88
447,Pangody,RU,2021-11-23 23:19:54,65.85,74.4859,9.01,96,99,7.96
448,Santa Vitoria Do Palmar,BR,2021-11-23 23:17:21,-33.5189,-53.3681,56.41,68,0,7.29
449,Bilibino,RU,2021-11-23 23:19:54,68.0546,166.4372,-23.84,93,12,3.4
450,Aljezur,PT,2021-11-23 23:19:54,37.3191,-8.8033,51.13,69,2,7.02
451,Mareeba,AU,2021-11-23 23:19:55,-17.0,145.4333,86.32,71,95,5.79
452,Albury,AU,2021-11-23 23:19:31,-36.0833,146.9167,67.91,97,90,6.91
453,Orodara,BF,2021-11-23 23:19:55,10.9492,-4.9342,68.38,19,0,3.89
454,Escanaba,US,2021-11-23 23:19:09,45.7453,-87.0646,38.95,60,1,13.8
455,Gizo,SB,2021-11-23 23:17:43,-8.103,156.8419,84.67,70,54,6.22
456,Douglas,US,2021-11-23 23:20:56,41.3,-96.167,62.78,35,1,5.01
457,Oyama,JP,2021-11-23 23:20:56,36.3,139.8,57.81,39,2,9.01
458,Bandarbeyla,SO,2021-11-23 23:20:56,9.4942,50.8122,81.48,50,94,12.68
459,Debre Tabor,ET,2021-11-23 23:20:57,11.85,38.0167,51.06,33,74,5.59
460,Mackay,AU,2021-11-23 23:19:15,-21.15,149.2,84.69,70,100,7.87
461,Bilma,NE,2021-11-23 23:20:57,18.6853,12.9164,75.94,19,0,7.45
462,Otukpo,NG,2021-11-23 23:20:57,7.1913,8.1329,79.45,71,100,8.86
463,Vallenar,CL,2021-11-23 23:20:58,-28.5708,-70.7581,70.74,39,71,7.38
464,Naze,JP,2021-11-23 23:18:05,28.3667,129.4833,59.92,68,81,11.21
465,Cananeia,BR,2021-11-23 23:20:58,-25.0147,-47.9267,72.86,86,24,12.82
466,Yingkou,CN,2021-11-23 23:20:58,40.6648,122.2283,26.26,52,0,5.61
467,Chekhov,RU,2021-11-23 23:20:59,55.1431,37.4711,21.09,77,22,6.44
468,Lalmohan,BD,2021-11-23 23:20:59,22.3384,90.7419,73.69,70,0,7.81
469,Amboise,FR,2021-11-23 23:20:59,47.4125,0.9827,37.94,82,0,9.22
470,Buin,CL,2021-11-23 23:21:00,-33.7333,-70.75,80.74,45,0,6.67
471,Klaksvik,FO,2021-11-23 23:21:00,62.2266,-6.589,43.72,72,100,36.37
472,Fairlie,GB,2021-11-23 23:21:00,55.756,-4.8556,48.42,82,100,16.8
473,Honiara,SB,2021-11-23 23:21:01,-9.4333,159.95,87.13,64,92,5.95
474,Sozopol,BG,2021-11-23 23:21:01,42.4167,27.7,46.74,74,100,12.46
475,Okha,RU,2021-11-23 23:21:01,53.5739,142.9478,30.25,93,100,10.56
476,Khasan,RU,2021-11-23 23:21:01,42.4308,130.6434,24.76,47,47,23.69
477,Qaqortoq,GL,2021-11-23 23:21:02,60.7167,-46.0333,25.3,60,100,10.8
478,Onalaska,US,2021-11-23 23:21:02,43.8844,-91.2351,46.26,45,1,11.5
479,Lavrentiya,RU,2021-11-23 23:21:03,65.5833,-171.0,1.17,88,8,8.61
480,Namatanai,PG,2021-11-23 23:21:03,-3.6667,152.4333,83.55,73,97,9.24
481,Labuhan,ID,2021-11-23 23:21:03,-6.8844,112.2051,78.96,84,97,4.36
482,Road Town,VG,2021-11-23 23:18:56,18.4167,-64.6167,80.69,78,20,3.44
483,Egvekinot,RU,2021-11-23 23:21:04,66.3167,-179.1667,-3.19,64,16,7.2
484,Da Lat,VN,2021-11-23 23:21:04,11.9465,108.4419,57.94,96,86,5.5
485,Karratha,AU,2021-11-23 23:21:04,-20.7377,116.8463,82.11,43,95,8.08
486,Irbeyskoye,RU,2021-11-23 23:21:05,55.6428,95.4522,18.59,91,51,3.94
487,Gagnoa,CI,2021-11-23 23:21:05,6.1293,-5.9437,73.08,97,36,3.09
488,Sao Jose Da Coroa Grande,BR,2021-11-23 23:21:05,-8.8978,-35.1478,79.97,77,8,13.4
489,Magistralnyy,RU,2021-11-23 23:21:05,56.1725,107.4458,13.37,98,100,2.53
490,Uglovka,RU,2021-11-23 23:21:06,58.2392,33.5108,20.95,81,35,8.01
491,Teguise,ES,2021-11-23 23:21:06,29.0605,-13.564,62.82,82,20,2.3
492,Kankaanpaa,FI,2021-11-23 23:21:06,61.8,22.4167,39.96,83,100,14.58
493,Komsomolskiy,UZ,2021-11-23 23:21:06,40.4272,71.7189,38.62,48,100,4.61
494,Villamontes,BO,2021-11-23 23:21:07,-21.25,-63.5,70.9,98,100,4.92
495,Koygorodok,RU,2021-11-23 23:21:07,60.445,50.9968,14.23,93,100,8.19
496,Vao,NC,2021-11-23 23:21:08,-22.6667,167.4833,74.48,74,100,7.94
497,Acapulco,MX,2021-11-23 23:21:08,16.8634,-99.8901,84.02,74,75,6.91
498,Central Point,US,2021-11-23 23:21:08,42.376,-122.9164,54.18,55,20,3.0
499,Paka,MY,2021-11-23 23:18:51,4.6374,103.4368,76.93,94,40,0.0
500,Brignoles,FR,2021-11-23 23:21:09,43.4,6.0667,57.83,80,30,5.77
501,Ximei,CN,2021-11-23 23:21:09,24.9639,118.3794,55.13,77,0,3.71
502,Bowmore,US,2021-11-23 23:21:09,34.9421,-79.3031,42.89,56,14,5.88
503,San Carlos Del Zulia,VE,2021-11-23 23:22:10,9.0,-71.9135,78.31,85,44,6.53
504,Balod,IN,2021-11-23 23:22:10,20.73,81.2047,68.2,75,19,2.91
505,Puerto Madryn,AR,2021-11-23 23:19:49,-42.7692,-65.0385,79.02,32,78,24.65
506,Oistins,BB,2021-11-23 23:21:21,13.0667,-59.5333,80.69,78,40,12.66
507,Tahe,CN,2021-11-23 23:22:10,52.3333,124.7333,8.15,91,100,6.11
508,Ust-Omchug,RU,2021-11-23 23:22:11,61.15,149.6333,-25.46,99,50,2.64
509,Murovani Kurylivtsi,UA,2021-11-23 23:22:11,48.7235,27.5189,42.75,77,80,10.27
510,Vardo,NO,2021-11-23 23:22:11,70.3705,31.1107,21.4,82,100,16.28
511,Gillette,US,2021-11-23 23:22:11,44.2911,-105.5022,50.23,30,1,3.44
512,Capoterra,IT,2021-11-23 23:22:12,39.1763,8.9718,53.56,87,0,2.3
513,Emerald,AU,2021-11-23 23:22:12,-23.5333,148.1667,79.34,68,97,13.15
514,Cabedelo,BR,2021-11-23 23:22:12,-6.9811,-34.8339,79.47,76,80,13.89
515,Naraina,IN,2021-11-23 23:22:13,26.7833,75.2,55.54,31,0,4.23
516,Swellendam,ZA,2021-11-23 23:22:13,-34.0226,20.4417,58.6,81,75,4.34
517,Chapais,CA,2021-11-23 23:18:46,49.7834,-74.8492,15.58,97,100,3.42
518,Dalbandin,PK,2021-11-23 23:22:13,28.8947,64.4101,59.31,27,5,4.7
519,Plouzane,FR,2021-11-23 23:22:13,48.3833,-4.6167,50.32,84,90,10.36
520,College,US,2021-11-23 23:20:18,64.8569,-147.8028,-0.74,57,20,3.44
521,Vaxjo,SE,2021-11-23 23:22:14,56.8777,14.8091,41.81,100,90,4.61
522,Walvis Bay,NA,2021-11-23 23:22:14,-22.9575,14.5053,57.09,94,0,6.91
523,Krasnopillya,UA,2021-11-23 23:22:14,50.7746,35.2597,25.25,63,88,3.4
524,Mirador,BR,2021-11-23 23:22:15,-6.3708,-44.3631,79.32,71,100,1.34
525,Ugoofaaru,MV,2021-11-23 23:22:15,5.6667,73.0,81.09,71,84,15.43
526,Charters Towers,AU,2021-11-23 23:22:15,-20.1,146.2667,85.48,54,98,18.28
527,Brufut,GM,2021-11-23 23:22:15,13.3814,-16.7518,78.89,94,0,4.61
528,Jaisinghnagar,IN,2021-11-23 23:22:16,23.7,81.3833,57.56,43,1,2.91
529,The Valley,AI,2021-11-23 23:22:16,18.217,-63.0578,80.74,74,20,4.61
530,Katobu,ID,2021-11-23 23:22:16,-4.9408,122.5276,79.32,86,15,1.97
531,Cap Malheureux,MU,2021-11-23 23:22:17,-19.9842,57.6142,72.09,83,68,1.99
532,Antalya,TR,2021-11-23 23:22:17,36.7741,30.7178,63.01,91,75,2.3
533,Weiser,US,2021-11-23 23:22:17,44.251,-116.9693,47.61,88,100,2.89
534,Onega,RU,2021-11-23 23:22:18,63.9061,38.1404,21.7,80,93,6.89
535,Palmerston,AU,2021-11-23 23:22:18,-12.486,130.9833,88.03,72,40,8.05
536,Rio Branco,BR,2021-11-23 23:22:18,-9.9747,-67.81,75.81,100,75,3.44
537,Petropavlovsk-Kamchatskiy,RU,2021-11-23 23:22:18,53.0452,158.6483,34.39,75,75,2.24
538,Piacabucu,BR,2021-11-23 23:22:19,-10.4056,-36.4344,79.61,80,76,14.65
539,Iwanai,JP,2021-11-23 23:22:19,42.9744,140.5089,30.99,84,100,18.61
540,Skelleftea,SE,2021-11-23 23:20:52,64.7507,20.9528,37.76,67,75,1.99
541,Hasaki,JP,2021-11-23 23:19:51,35.7333,140.8333,52.2,55,0,18.77
542,Houston,US,2021-11-23 23:20:13,29.7633,-95.3633,67.87,66,1,5.01
543,Magadi,IN,2021-11-23 23:22:20,12.9667,77.2333,66.02,96,51,4.65
544,Lakes Entrance,AU,2021-11-23 23:22:20,-37.8811,147.981,61.83,92,100,4.14
545,Marystown,CA,2021-11-23 23:22:20,47.1666,-55.1483,47.86,100,100,15.01
546,Waingapu,ID,2021-11-23 23:22:20,-9.6567,120.2641,82.22,76,99,3.0
547,Manado,ID,2021-11-23 23:22:21,1.487,124.8455,79.57,83,20,0.0
548,Hami,CN,2021-11-23 23:22:21,42.8,93.45,25.38,64,59,2.37
549,Okato,NZ,2021-11-23 23:22:21,-39.2,173.8833,69.42,50,0,6.33
550,Sandomierz,PL,2021-11-23 23:22:22,50.6827,21.749,41.67,92,100,7.43
551,Salinas,US,2021-11-23 23:22:22,36.6777,-121.6555,69.01,71,1,12.66
552,Kipini,KE,2021-11-23 23:23:22,-2.5257,40.5262,80.89,85,94,8.88
553,Ixtapa,MX,2021-11-23 23:23:22,20.7,-105.2,82.22,74,1,11.5
554,Raudeberg,NO,2021-11-23 23:23:23,61.9875,5.1352,47.19,96,100,8.99
555,Tortoli,IT,2021-11-23 23:23:23,39.9256,9.6572,55.22,76,40,9.22
556,Morant Bay,JM,2021-11-23 23:23:23,17.8815,-76.4093,83.82,78,50,6.64
557,Ouadda,CF,2021-11-23 23:23:24,8.0777,22.4007,68.83,36,17,4.05
558,Nizwa,OM,2021-11-23 23:23:24,22.9333,57.5333,69.12,24,95,2.01
559,Kibala,TD,2021-11-23 23:23:24,9.1104,18.3463,69.75,83,0,0.0
560,Katsuura,JP,2021-11-23 23:23:25,35.1333,140.3,58.1,60,0,31.18
561,Yulara,AU,2021-11-23 23:23:25,-25.2406,130.9889,67.84,60,75,16.11
562,Jinan,CN,2021-11-23 23:18:50,36.6683,116.9972,38.93,39,0,5.32
563,Itaugua,PY,2021-11-23 23:23:25,-25.3833,-57.3333,76.15,51,100,4.32
564,Inuvik,CA,2021-11-23 23:23:25,68.3499,-133.7218,-7.56,84,75,3.44
565,Kupang,ID,2021-11-23 23:23:26,-10.1667,123.5833,81.18,94,20,2.3
566,Chumikan,RU,2021-11-23 23:23:26,54.7183,135.315,24.8,72,100,25.03
567,Baillif,GP,2021-11-23 23:23:26,16.0202,-61.7463,76.5,73,10,8.81
568,Benghazi,LY,2021-11-23 23:23:26,32.1167,20.0667,68.99,74,65,8.9
569,Abu Dhabi,AE,2021-11-23 23:21:28,24.4667,54.3667,80.96,79,0,3.44
570,Puerto Narino,CO,2021-11-23 23:23:27,-3.7703,-70.3831,78.75,96,100,3.09
571,Hay River,CA,2021-11-23 23:19:50,60.8156,-115.7999,-7.62,71,75,3.44
572,Caravelas,BR,2021-11-23 23:23:27,-17.7125,-39.2481,72.14,86,26,6.4
573,Datong,CN,2021-11-23 23:23:27,40.0936,113.2914,22.64,58,2,4.68
